locus_tag	ftype	length_bp	gene	EC_number	COG	product
prokka_05954	CDS	483				hypothetical protein
prokka_05955	CDS	795	thyA_142	2.1.1.45	COG0207	Thymidylate synthase
prokka_05956	CDS	1206	bcr_38			Bicyclomycin resistance protein
prokka_05957	CDS	480	ddl_59	6.3.2.4		D-alanine--D-alanine ligase
prokka_05958	CDS	1437	ftsQ_22			Cell division protein FtsQ
prokka_05959	CDS	1107	ddl_60	6.3.2.4		D-alanine--D-alanine ligase
prokka_05960	CDS	1233	tdcB_1	4.3.1.19	COG1171	L-threonine ammonia-lyase
prokka_05961	CDS	723	tyrC_1	1.3.1.43		Cyclohexadienyl dehydrogenase
prokka_05962	CDS	666	lysN_3	2.6.1.39	COG1167	2-aminoadipate transaminase
prokka_05963	CDS	252	lysN_4	2.6.1.39	COG1167	2-aminoadipate transaminase
prokka_05964	CDS	465				hypothetical protein
prokka_05965	CDS	891	phzF_2	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
prokka_05966	CDS	525	whiB_1			Transcriptional regulator WhiB
prokka_05967	CDS	483	pdtaS_1	2.7.13.3	COG3920	putative sensor histidine kinase pdtaS
prokka_05968	CDS	159				hypothetical protein
prokka_05969	CDS	369	ddl_61	6.3.2.4		D-alanine--D-alanine ligase
prokka_05970	CDS	342				hypothetical protein
prokka_05971	CDS	810	thyA_143	2.1.1.45	COG0207	Thymidylate synthase
prokka_05972	CDS	504	dfrA_74	1.5.1.3	COG0262	Dihydrofolate reductase
prokka_05973	tRNA	74				tRNA-Arg(tcg)
prokka_05974	CDS	366	folA_94	1.5.1.3	COG0262	Dihydrofolate reductase
prokka_05975	CDS	903				hypothetical protein
prokka_05976	CDS	810	drrB_23			Daunorubicin/doxorubicin resistance ABC transporter permease protein DrrB
prokka_05977	CDS	960	drrA_26	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
prokka_05978	tRNA	76				tRNA-Trp(cca)
prokka_05979	CDS	375				hypothetical protein
prokka_05980	CDS	624				hypothetical protein
prokka_05981	CDS	2046	betA_1	1.2.1.8		Oxygen-dependent choline dehydrogenase
prokka_05982	CDS	195				hypothetical protein
prokka_05983	CDS	399				hypothetical protein
prokka_05984	CDS	444	ddlB_37	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
prokka_05985	CDS	555	murF_4	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
prokka_05986	CDS	831				hypothetical protein
prokka_05987	CDS	480	ydcO_2		COG3135	Inner membrane protein YdcO
prokka_05988	CDS	930	ddlA_9	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
prokka_05989	CDS	1071				hypothetical protein
prokka_05990	CDS	798				hypothetical protein
prokka_05991	CDS	537				hypothetical protein
prokka_05992	CDS	408				hypothetical protein
prokka_05993	CDS	492				hypothetical protein
prokka_05994	CDS	207				hypothetical protein
prokka_05995	CDS	324				hypothetical protein
prokka_05996	CDS	477	lepA_1	3.6.5.-		Elongation factor 4
prokka_05997	CDS	309				hypothetical protein
prokka_05998	CDS	855				hypothetical protein
prokka_05999	CDS	2010				hypothetical protein
prokka_06000	CDS	507				hypothetical protein
prokka_06001	CDS	990		2.4.-.-		putative glycosyltransferase
prokka_06002	CDS	840	thyA_144	2.1.1.45		Thymidylate synthase
prokka_06003	CDS	294				hypothetical protein
prokka_06004	CDS	369	murG_5	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
prokka_06005	CDS	879	murC_10	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
prokka_06006	CDS	627	murC_11	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
prokka_06007	CDS	735	ddlB_38	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
prokka_06008	CDS	627	murC_12	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
prokka_06009	CDS	633	ddl_62	6.3.2.4		D-alanine--D-alanine ligase
prokka_06010	CDS	381	ddlB_39	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
prokka_06011	CDS	318				hypothetical protein
prokka_06012	CDS	258				hypothetical protein
prokka_06013	CDS	474				hypothetical protein
prokka_06014	CDS	477	dfrA_75	1.5.1.3	COG0262	Dihydrofolate reductase
prokka_06015	CDS	300				hypothetical protein
prokka_06016	CDS	528	dfrD_16	1.5.1.3		Dihydrofolate reductase
prokka_06017	CDS	645				hypothetical protein
prokka_06018	CDS	246				hypothetical protein
prokka_06019	CDS	522				IS1595 family transposase ISSsu9
prokka_06020	CDS	306				hypothetical protein
prokka_06021	CDS	390				hypothetical protein
prokka_06022	CDS	243	purL_3	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
prokka_06023	CDS	441	purL_4	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
prokka_06024	CDS	1257	glyA_2	2.1.2.1	COG0112	Serine hydroxymethyltransferase
prokka_06025	CDS	486	dhfrIII_91	1.5.1.3		Dihydrofolate reductase type 3
prokka_06026	CDS	162				hypothetical protein
prokka_06027	CDS	333	grxD_4		COG0278	Glutaredoxin 4
prokka_06028	CDS	1209	bcr_39			Bicyclomycin resistance protein
prokka_06029	CDS	555	suhB_1	3.1.3.11	COG0483	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase
prokka_06030	CDS	195				hypothetical protein
prokka_06031	CDS	213				hypothetical protein
prokka_06032	CDS	513				hypothetical protein
prokka_06033	CDS	768	ftsQ_23			Cell division protein FtsQ
prokka_06034	CDS	987	ddlB_40	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
prokka_06035	CDS	381	murC_13	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
prokka_06036	CDS	1065	metH_1	2.1.1.13	COG0646	Methionine synthase
prokka_06037	CDS	375				hypothetical protein
prokka_06038	CDS	456				hypothetical protein
prokka_06039	CDS	663				hypothetical protein
prokka_06040	CDS	1257	yycB_6		COG2807	putative transporter YycB
prokka_06041	CDS	699				hypothetical protein
prokka_06042	CDS	1092	ddlA_10	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
prokka_06043	CDS	411				hypothetical protein
prokka_06044	CDS	240				hypothetical protein
prokka_06045	CDS	429	rssB_1			Regulator of RpoS
prokka_06046	CDS	933	sigA_7			RNA polymerase sigma factor SigA
prokka_06047	CDS	537				hypothetical protein
prokka_06048	CDS	609				hypothetical protein
prokka_06049	CDS	291				hypothetical protein
prokka_06050	CDS	606				hypothetical protein
prokka_06051	CDS	894	drrA_27	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
prokka_06052	CDS	810	drrB_24			Daunorubicin/doxorubicin resistance ABC transporter permease protein DrrB
prokka_06053	CDS	627				hypothetical protein
prokka_06054	CDS	471				hypothetical protein
prokka_06055	CDS	666	menE_1	6.2.1.26		2-succinylbenzoate--CoA ligase
prokka_06056	CDS	375	dfrA_76	1.5.1.3	COG0262	Dihydrofolate reductase
prokka_06057	CDS	894		3.5.2.6		Beta-lactamase
prokka_06058	CDS	1047				hypothetical protein
prokka_06059	CDS	942				hypothetical protein
prokka_06060	CDS	570				hypothetical protein
prokka_06061	CDS	474				hypothetical protein
prokka_06062	CDS	1203	dapX_13	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
prokka_06063	CDS	153				hypothetical protein
prokka_06064	CDS	1215	yycB_7		COG2807	putative transporter YycB
prokka_06065	CDS	228				hypothetical protein
prokka_06066	CDS	258	nfuA			Fe/S biogenesis protein NfuA
prokka_06067	CDS	1707	ddl_63	6.3.2.4		D-alanine--D-alanine ligase
prokka_06068	CDS	195				hypothetical protein
prokka_06069	CDS	579	ddlB_41	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
prokka_06070	CDS	489				hypothetical protein
prokka_06071	CDS	1155	ddl_64	6.3.2.4	COG1181	D-alanine--D-alanine ligase
prokka_06072	CDS	894	dpnM	2.1.1.72		Modification methylase DpnIIA
prokka_06073	CDS	606				hypothetical protein
prokka_06074	CDS	240				hypothetical protein
prokka_06075	CDS	990	ddlB_42	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
prokka_06076	CDS	132				hypothetical protein
prokka_06077	CDS	129				hypothetical protein
prokka_06078	CDS	144				hypothetical protein
prokka_06079	CDS	480	bcp_12	1.11.1.15	COG1225	Putative peroxiredoxin
prokka_06080	CDS	294				hypothetical protein
prokka_06081	CDS	117				hypothetical protein
prokka_06082	CDS	654	cat_17	2.3.1.28		Chloramphenicol acetyltransferase
prokka_06083	CDS	489				hypothetical protein
prokka_06084	CDS	1428	phrA	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
prokka_06085	CDS	822	bla_47	3.5.2.6		Beta-lactamase OXA-18
prokka_06086	CDS	777	ybxI_24	3.5.2.6	COG2602	putative beta-lactamase YbxI
prokka_06087	CDS	1320	htpX_2	3.4.24.-		Protease HtpX
prokka_06088	CDS	438				hypothetical protein
prokka_06089	CDS	432				hypothetical protein
prokka_06090	CDS	762			COG0330	putative protein
prokka_06091	tRNA	77				tRNA-Val(cac)
prokka_06092	CDS	912	ddlB_43	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
prokka_06093	CDS	789	fabG_19	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
prokka_06094	CDS	954				hypothetical protein
prokka_06095	CDS	204				hypothetical protein
prokka_06096	CDS	816	bla_48	3.5.2.6		Beta-lactamase OXA-18
prokka_06097	CDS	897	ampR_8			HTH-type transcriptional activator AmpR
prokka_06098	CDS	135				hypothetical protein
prokka_06099	CDS	1083	htpX_3	3.4.24.-		Protease HtpX
prokka_06100	CDS	606				hypothetical protein
prokka_06101	CDS	495	folA_95	1.5.1.3	COG0262	Dihydrofolate reductase
prokka_06102	CDS	837	thyA_145	2.1.1.45	COG0207	Thymidylate synthase
prokka_06103	CDS	501				hypothetical protein
prokka_06104	CDS	201				hypothetical protein
prokka_06105	CDS	984	ddl_65	6.3.2.4		D-alanine--D-alanine ligase
prokka_06106	CDS	966	thyA_146	2.1.1.45	COG0207	Thymidylate synthase
prokka_06107	CDS	498	dhfrIII_92	1.5.1.3		Dihydrofolate reductase type 3
prokka_06108	CDS	366				hypothetical protein
prokka_06109	CDS	144				hypothetical protein
prokka_06110	CDS	435	ddlA_11	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
prokka_06111	CDS	684	ddlA_12	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
prokka_06112	CDS	672	dgcQ	2.7.7.65		putative diguanylate cyclase DgcQ
prokka_06113	CDS	666				hypothetical protein
prokka_06114	CDS	1221	metH_2	2.1.1.13	COG0646	Methionine synthase
prokka_06115	CDS	327				hypothetical protein
prokka_06116	CDS	123				hypothetical protein
prokka_06117	CDS	990	ddlB_44	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
prokka_06118	CDS	681	cmoA_1	2.1.3.-		Carboxy-S-adenosyl-L-methionine synthase
prokka_06119	CDS	297	metH_3	2.1.1.13	COG0646	Methionine synthase
prokka_06120	CDS	483				hypothetical protein
prokka_06121	CDS	900	ddlB_45	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
prokka_06122	CDS	471				hypothetical protein
prokka_06123	CDS	627				hypothetical protein
prokka_06124	CDS	810	drrB_25			Daunorubicin/doxorubicin resistance ABC transporter permease protein DrrB
prokka_06125	CDS	540	drrA_28	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
prokka_06126	CDS	333				hypothetical protein
prokka_06127	CDS	1050	drrA_29	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
prokka_06128	CDS	618				hypothetical protein
prokka_06129	CDS	309				hypothetical protein
prokka_06130	CDS	423				hypothetical protein
prokka_06131	CDS	624				hypothetical protein
prokka_06132	CDS	552				hypothetical protein
prokka_06133	tRNA	76				tRNA-Trp(cca)
prokka_06134	CDS	510	drrA_30	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
prokka_06135	CDS	819	drrB_26			Daunorubicin/doxorubicin resistance ABC transporter permease protein DrrB
prokka_06136	CDS	714	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
prokka_06137	CDS	330				hypothetical protein
prokka_06138	CDS	198				hypothetical protein
prokka_06139	CDS	267				hypothetical protein
prokka_06140	CDS	417				hypothetical protein
prokka_06141	CDS	402				hypothetical protein
prokka_06142	CDS	1425	yeeO_6		COG0534	putative FMN/FAD exporter YeeO
prokka_06143	CDS	1008				hypothetical protein
prokka_06144	CDS	768	yokD_3	2.3.1.-	COG2746	SPbeta prophage-derived aminoglycoside N(3')-acetyltransferase-like protein YokD
prokka_06145	CDS	609				hypothetical protein
prokka_06146	CDS	249	ftsW_2	2.4.1.129		peptidoglycan glycosyltransferase FtsW
prokka_06147	CDS	414				hypothetical protein
prokka_06148	CDS	624				hypothetical protein
prokka_06149	CDS	261				hypothetical protein
prokka_06150	CDS	1212	ftsA_3		COG0849	Cell division protein FtsA
prokka_06151	CDS	1101	ftsQ_24			Cell division protein FtsQ
prokka_06152	CDS	945	ddlB_46	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
prokka_06153	CDS	672	murB_30	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
prokka_06154	CDS	240				hypothetical protein
prokka_06155	CDS	519	dfrD_17	1.5.1.3		Dihydrofolate reductase
prokka_06156	CDS	243				hypothetical protein
prokka_06157	CDS	825				hypothetical protein
prokka_06158	CDS	513				IS1595 family transposase ISSsu9
prokka_06159	CDS	735				hypothetical protein
prokka_06160	CDS	336	thyA_147	2.1.1.45	COG0207	Thymidylate synthase
prokka_06161	CDS	486				IS1595 family transposase ISSsu9
prokka_06162	CDS	996				hypothetical protein
prokka_06163	CDS	219				hypothetical protein
prokka_06164	CDS	273				hypothetical protein
prokka_06165	CDS	1020				hypothetical protein
prokka_06166	CDS	486	dfrA_77	1.5.1.3	COG0262	Dihydrofolate reductase
prokka_06167	CDS	921	thyA_148	2.1.1.45	COG0207	Thymidylate synthase
prokka_06168	CDS	162				hypothetical protein
prokka_06169	CDS	486				IS1595 family transposase ISSsu9
prokka_06170	CDS	888				hypothetical protein
prokka_06171	CDS	564				hypothetical protein
prokka_06172	CDS	372				hypothetical protein
prokka_06173	CDS	741	mshB_3	3.5.1.103		1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase
prokka_06174	CDS	984	drrA_31	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
prokka_06175	CDS	780	drrB_27			Daunorubicin/doxorubicin resistance ABC transporter permease protein DrrB
prokka_06176	CDS	135				hypothetical protein
prokka_06177	CDS	240	folA_96	1.5.1.3	COG0262	Dihydrofolate reductase
prokka_06178	CDS	648	dcd_19	3.5.4.13		dCTP deaminase, dUMP-forming
prokka_06179	CDS	441	tadA_5	3.5.4.33		tRNA-specific adenosine deaminase
prokka_06180	CDS	492	gph_4	3.1.3.18		Phosphoglycolate phosphatase
prokka_06181	CDS	396				hypothetical protein
prokka_06182	CDS	222				hypothetical protein
prokka_06183	CDS	1305	yycB_8		COG2807	putative transporter YycB
prokka_06184	CDS	471				hypothetical protein
prokka_06185	CDS	303				hypothetical protein
prokka_06186	CDS	861				hypothetical protein
prokka_06187	CDS	483				hypothetical protein
prokka_06188	CDS	810	mdtD_4			Putative multidrug resistance protein MdtD
prokka_06189	CDS	735				hypothetical protein
prokka_06190	CDS	1275	tetA_41			Tetracycline resistance protein, class C
prokka_06191	CDS	672				hypothetical protein
prokka_06192	CDS	1527	bmr3_13			Multidrug resistance protein 3
prokka_06193	CDS	93				hypothetical protein
prokka_06194	CDS	261				hypothetical protein
prokka_06195	CDS	1518	bmr3_14			Multidrug resistance protein 3
prokka_06196	CDS	582	betI_2			HTH-type transcriptional regulator BetI
prokka_06197	CDS	189				hypothetical protein
prokka_06198	CDS	198				hypothetical protein
prokka_06199	CDS	225				hypothetical protein
prokka_06200	CDS	153	murB_31	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
prokka_06201	CDS	612	ddl_66	6.3.2.4		D-alanine--D-alanine ligase
prokka_06202	CDS	384	ddl_67	6.3.2.4		D-alanine--D-alanine ligase
prokka_06203	CDS	1068	ftsQ_25			Cell division protein FtsQ
prokka_06204	CDS	225				hypothetical protein
prokka_06205	CDS	639	mcpB		COG0840	Methyl-accepting chemotaxis protein McpB
prokka_06206	CDS	198				hypothetical protein
prokka_06207	CDS	489	murB_32	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
prokka_06208	CDS	408	murB_33	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
prokka_06209	CDS	534	ddl_68	6.3.2.4		D-alanine--D-alanine ligase
prokka_06210	CDS	480	ddl_69	6.3.2.4		D-alanine--D-alanine ligase
prokka_06211	CDS	849				hypothetical protein
prokka_06212	CDS	399	murB_34	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
prokka_06213	CDS	996	ddlB_47	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
prokka_06214	CDS	495				hypothetical protein
prokka_06215	CDS	318	glyA_3	2.1.2.1	COG0112	Serine hydroxymethyltransferase
prokka_06216	CDS	822				hypothetical protein
prokka_06217	CDS	732	fmt_14	2.1.2.9		Methionyl-tRNA formyltransferase
prokka_06218	CDS	498	dhfrIII_93	1.5.1.3		Dihydrofolate reductase type 3
prokka_06219	CDS	507				IS1595 family transposase ISSsu9
prokka_06220	CDS	795	thyA_149	2.1.1.45	COG0207	Thymidylate synthase
prokka_06221	CDS	219				hypothetical protein
prokka_06222	CDS	525				IS1595 family transposase ISSsu9
prokka_06223	CDS	564				hypothetical protein
prokka_06224	CDS	816	bla_49	3.5.2.6		Beta-lactamase OXA-10
prokka_06225	CDS	288				hypothetical protein
prokka_06226	CDS	213	dut_30	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
prokka_06227	CDS	357				hypothetical protein
prokka_06228	CDS	264				hypothetical protein
prokka_06229	CDS	156				hypothetical protein
prokka_06230	CDS	396	dmrA	1.5.1.47		Dihydromethanopterin reductase
prokka_06231	CDS	375				hypothetical protein
prokka_06232	CDS	405				hypothetical protein
prokka_06233	CDS	222				hypothetical protein
prokka_06234	CDS	216				hypothetical protein
prokka_06235	CDS	345				hypothetical protein
prokka_06236	CDS	660	cat_18	2.3.1.28		Chloramphenicol acetyltransferase
prokka_06237	CDS	891	ampR_9			HTH-type transcriptional activator AmpR
prokka_06238	CDS	519	bla_50	3.5.2.6		Beta-lactamase OXA-18
prokka_06239	CDS	312	bla_51	3.5.2.6		Beta-lactamase OXA-18
prokka_06240	CDS	204				hypothetical protein
prokka_06241	CDS	945				hypothetical protein
prokka_06242	CDS	702	menG_1	2.1.1.163	COG2226	Demethylmenaquinone methyltransferase
prokka_06243	CDS	546				hypothetical protein
prokka_06244	CDS	474				hypothetical protein
prokka_06245	CDS	756	lytR_1		COG3279	Sensory transduction protein LytR
prokka_06246	CDS	1005	yejK		COG3081	Nucleoid-associated protein YejK
prokka_06247	CDS	351				hypothetical protein
prokka_06248	CDS	522	eamB_2		COG1280	Cysteine/O-acetylserine efflux protein
prokka_06249	CDS	882				hypothetical protein
prokka_06250	CDS	459				hypothetical protein
prokka_06251	CDS	834	phzF_3	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
prokka_06252	CDS	582				hypothetical protein
prokka_06253	CDS	324				hypothetical protein
prokka_06254	CDS	543				hypothetical protein
prokka_06255	CDS	942	ddlB_48	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
prokka_06256	CDS	522				hypothetical protein
prokka_06257	CDS	1248				hypothetical protein
prokka_06258	CDS	390				hypothetical protein
prokka_06259	CDS	921				hypothetical protein
prokka_06260	CDS	1131	ddlA_13	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
prokka_06261	CDS	1428	murF_5	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
prokka_06262	CDS	720	wbbL_2	2.4.1.289	COG1216	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase
prokka_06263	CDS	414				hypothetical protein
prokka_06264	CDS	795	fabG_20	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
prokka_06265	CDS	852				hypothetical protein
prokka_06266	CDS	657				hypothetical protein
prokka_06267	CDS	390				hypothetical protein
prokka_06268	CDS	264				hypothetical protein
prokka_06269	CDS	183				hypothetical protein
prokka_06270	CDS	99				hypothetical protein
prokka_06271	CDS	354				hypothetical protein
prokka_06272	CDS	261	dapL_1	2.6.1.83		LL-diaminopimelate aminotransferase
prokka_06273	CDS	966	ddl_70	6.3.2.4		D-alanine--D-alanine ligase
prokka_06274	CDS	627	murC_14	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
prokka_06275	CDS	312				hypothetical protein
prokka_06276	CDS	906				hypothetical protein
prokka_06277	CDS	219				hypothetical protein
prokka_06278	CDS	183				hypothetical protein
prokka_06279	CDS	360				hypothetical protein
prokka_06280	CDS	1029	norG_4		COG1167	HTH-type transcriptional regulator NorG
prokka_06281	CDS	891				hypothetical protein
prokka_06282	CDS	900	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
